Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Type,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Type,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Type,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade
Miss Ardith Jerde,mar8229@lionstate.edu,19,91343,4302913419,F,North Hills,California,fba3ls3l,708 York Dr.,CMPSC,CMPSC221,OOP with Web Design,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,63.0,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,82.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,80.0
Marianna Cummings,mcu4958@lionstate.edu,21,47983,8184900568,M,Stockwell,Indiana,65t6knui,120 Heritage Lane,PHYS,STAT414,Introduction to Probability Theory,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,,,,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,61.0,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,93.0
Mr. Yvette Gislason,myv4130@lionstate.edu,22,72432,8349292703,M,Harrisburg,Arkansas,p5xjrgpy,8687 N. Sleepy Hollow Court,IST,IST558,Data Mining 2,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,,,,CMPSC497,Introduction to Data Mining,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,,,,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,99.0
Mohammed Von,mvo3769@lionstate.edu,22,30467,3895685166,F,Sylvania,Georgia,hxmroy2c,3 North Linden Ave.,DS,CMPSC132,Programming and Computation II,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,77.0,1.0,Closed book exam for 100 marks,97.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,93.0,1.0,Closed book exam for 100 marks,75.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,77.0
Nadia Renner,nre9702@lionstate.edu,19,94512,6312171601,F,Birds Landing,California,o0u7wza2,6 Andover Dr.,ECON,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,76.0,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,95.0,1.0,Closed book exam for 100 marks,77.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,61.0
Mrs. Albertha Kautzer,mal1707@lionstate.edu,21,81410,4661727408,F,Austin,Colorado,0we09v6f,780 East Redwood Drive,PHYS,CMPEN441,Operating Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,70.0,IST110,"Introduction to Information, People And Technology",Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,81.0,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,95.0,1.0,Closed book exam for 100 marks,60.0
Mossie Considine,mco8919@lionstate.edu,20,50238,6653031846,F,Russell,Iowa,1kwxyx73,8985 Cambridge Ave.,IST,EE211,Circuit Theory,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,69.0,CHEM110,Environmental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,73.0,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,99.0
Lavina Goodwin,lgo6567@lionstate.edu,20,33062,9394699891,F,Pompano Beach,Florida,28g2dueo,232 W. Homewood Ave.,EE,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,94.0,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,67.0,CMPEN441,Operating Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,95.0,1.0,Closed book exam for 100 marks,89.0
Stefanie Haley,sha4650@lionstate.edu,19,91915,4905138789,F,Chula Vista,California,5qe7bghc,120 Heritage Lane,DS,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,62.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,60.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,92.0
Markus Turcotte DDS,mtu7648@lionstate.edu,18,31771,2949385257,M,Norman Park,Georgia,s0t63ppx,798 North Euclid Drive,CHEM,EE311,Devices and Circuits I,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,77.0,CMPEN454,Fundamentals of Computer Vision,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,,,,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,70.0
Loyce Torphy,lto6036@lionstate.edu,21,93449,9921585593,M,Pismo Beach,California,jajxpr7a,336 Myrtle Street,IST,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,60.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,88.0,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,74.0
Jeremie Watsica,jwa5124@lionstate.edu,22,93240,9282338129,M,Lake Isabella,California,5x3nzy2o,63 Lake Forest Road,IST,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,65.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,73.0,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,1.0,Closed book exam for 100 marks,68.0
Kenyon Rohan,kro8698@lionstate.edu,19,30557,7232952623,M,Martin,Georgia,w8igr7b2,863 Stillwater Road,STAT,EE211,Circuit Theory,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,60.0,1.0,Closed book exam for 100 marks,74.0,STAT318,Elementary Probability,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,79.0,1.0,Closed book exam for 100 marks,82.0,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,86.0
Napoleon Fay,nfa5557@lionstate.edu,18,62666,8066765997,F,Middletown,Illinois,kh25zijo,453 North Elm Dr.,CSE,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,74.0,CMPSC221,OOP with Web Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,99.0,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,96.0
Miss Brain Altenwerth,mbr4721@lionstate.edu,22,47340,7271370727,M,Farmland,Indiana,n2dfub1z,3 North Linden Ave.,CSE,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,85.0,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,61.0,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,75.0
Marcel Kihn,mki9627@lionstate.edu,18,6262,5412155700,F,Quinebaug,Connecticut,vdpmots3,78 South Brewery Ave.,STAT,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,99.0,IST110,"Introduction to Information, People And Technology",Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,64.0,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,86.0
Ms. Katlynn Mills,mka2323@lionstate.edu,22,92887,9567631546,M,Yorba Linda,California,fxkpjvr8,259 Cleveland Road,CSE,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,94.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,94.0,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,85.0
Olin Connelly,oco4309@lionstate.edu,20,93631,2538322913,F,Kingsburg,California,x4wzwl35,863 Stillwater Road,DS,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,95.0,1.0,Closed book exam for 100 marks,85.0,CMPEN362,Communication Networks,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,86.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,99.0
Kevin Mante,kma2934@lionstate.edu,20,86433,9415365641,M,Oatman,Arizona,brhbtpp6,336 Myrtle Street,PHYS,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,83.0,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,85.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,85.0
